App ID,Title,Reviews Total,Reviews Score Fancy,Release Date,Launch Price,Tags,Steam Page
1182900,A Plague Tale: Requiem,8546,91%,2022-10-17,"$69,99","Adventure, Action, Action Adventure, Exploration, Interactive Fiction, Cinematic, 3D, Third Person, Realistic, Atmospheric, Alternate History, Dark, Emotional, Female Protagonist, Drama, Medieval, Historical, Singleplayer, Mystery, Narration",https://store.steampowered.com/app/1182900
1938010,WILD HEARTS™,8513,47%,2023-02-16,"$69,99","Action, RPG, Hunting, Adventure, Multiplayer, Co op, Action Adventure, Singleplayer, Fantasy, Exploration, Hack and Slash, Creature Collector, Souls like, 3D, Third Person, Colorful, Building, Crafting, Dragons, Nature",https://store.steampowered.com/app/1938010
397340,SimplePlanes,8492,93%,2015-12-17,"$12,99","Automation, Flight, Sandbox, Physics, Exploration, Building, Racing, Automobile Sim, Military, Controller, Combat Racing, 3D, Open World, Strategy, Funny, Collectathon, Action, Vehicular Combat, Moddable, Artificial Intelligence",https://store.steampowered.com/app/397340
12900,AudioSurf,8448,95%,2008-02-15,"$9,99","Music, Rhythm, Indie, Casual, Music Based Procedural Generation, Arcade, Colorful, Singleplayer, Relaxing, Score Attack, Addictive, Local Co Op, Procedural Generation, Replay Value, Puzzle, Fast Paced, Great Soundtrack, Racing, Co op, Local Multiplayer",https://store.steampowered.com/app/12900
388880,Oxenfree,8447,92%,2016-01-14,"$19,99","Story Rich, Choices Matter, Atmospheric, Supernatural, Female Protagonist, Mystery, Indie, Adventure, Horror, Great Soundtrack, Singleplayer, Multiple Endings, Psychological Horror, Thriller, Walking Simulator, Side Scroller, 2.5D, 2D, Short, Lovecraftian",https://store.steampowered.com/app/388880
398710,Timberman,8444,93%,2015-09-18,"$0,99","Casual, Pixel Graphics, Indie, Multiplayer, Action, 2D, Singleplayer, Arcade, Difficult, Local Multiplayer, Funny, Clicker, Fast Paced, 4 Player Local, Score Attack",https://store.steampowered.com/app/398710
813630,Supraland,8434,96%,2019-04-05,"$19,99","Puzzle Platformer, Exploration, Metroidvania, Adventure, First Person, Physics, Singleplayer, FPS, Puzzle, Open World, 3D Platformer, Collectathon, Cartoony, Shooter, Funny, Colorful, Platformer, Action Adventure, Family Friendly, Action",https://store.steampowered.com/app/813630
463530,Empires of the Undergrowth,8433,94%,2017-12-01,"$19,99","Strategy, Simulation, Base Building, City Builder, Colony Sim, Building, Management, Survival, Sandbox, Resource Management, RTS, Moddable, Open World, Economy, Singleplayer, Crafting, Automation, 2D, Early Access, Replay Value",https://store.steampowered.com/app/463530
332570,Amazing Frog?,8428,93%,2014-11-20,"$15,99","Early Access, 4 Player Local, Funny, Open World, Sandbox, Zombies, Split Screen, Adventure, Character Customization, Physics, Indie, Superhero, Local Co Op, Third Person, Action Adventure, Parkour, Memes, Singleplayer, Simulation, Collectathon",https://store.steampowered.com/app/332570
861540,Dicey Dungeons,8391,89%,2019-08-13,"$14,99","Roguelike Deckbuilder, Card Battler, Deckbuilding, Roguelite, Indie, Roguelike, Strategy, Turn Based, Card Game, Mouse only, Replay Value, Singleplayer, Cute, Colorful, Cartoon, Great Soundtrack, Dungeon Crawler, Casual, RPG, Procedural Generation",https://store.steampowered.com/app/861540
1286350,BPM: BULLETS PER MINUTE,8373,92%,2020-09-15,"$19,99","FPS, Rhythm, Action, Roguelike, Indie, Adventure, Shooter, Action Roguelike, Rock Music, Music, Great Soundtrack, Roguelite, Difficult, Singleplayer, First Person, Female Protagonist, Procedural Generation, Fast Paced, Bullet Hell",https://store.steampowered.com/app/1286350
537800,Bomber Crew,8354,89%,2017-10-19,"$19,99","World War II, Simulation, Strategy, Management, Flight, Singleplayer, Indie, War, Difficult, Survival, Action, Casual, Military, 3D, Roguelike, Cartoony, Perma Death, Roguelite, Cute, Atmospheric",https://store.steampowered.com/app/537800
1105670,The Last Spell,8330,91%,2023-03-09,"$24,99","Turn Based, 2D, Tactical, Singleplayer, Strategy RPG, Perma Death, Roguelite, Turn Based Tactics, Tactical RPG, Tower Defense, Dark Fantasy, Turn Based Strategy, RPG, Strategy, Post apocalyptic, Pixel Graphics, Base Building, Turn Based Combat, Fantasy, Early Access",https://store.steampowered.com/app/1105670
552620,ATOM RPG: Post-apocalyptic indie game,8301,87%,2018-12-19,"$14,99","CRPG, Exploration, Survival, Turn Based, Puzzle, Sandbox, RPG, Post apocalyptic, Isometric, Alternate History, Strategy, Open World, Story Rich, Turn Based Combat, Simulation, Tactical, Atmospheric, Mystery, Singleplayer, Indie",https://store.steampowered.com/app/552620
1296610,Peglin,8295,80%,2022-04-25,"$19,99","Deckbuilding, Roguelite, Pinball, Roguelike, Perma Death, Turn Based, Cute, Strategy, 2D, Pixel Graphics, Replay Value, Turn Based Combat, RPG, Physics, Fantasy, Singleplayer, Early Access, Retro, Indie, Casual",https://store.steampowered.com/app/1296610
377840,FINAL FANTASY IX,8295,94%,2016-04-14,"$20,99","JRPG, Story Rich, Great Soundtrack, Fantasy, RPG, Classic, Turn Based Combat, Singleplayer, Adventure, Atmospheric, Turn Based, Open World, Party Based RPG, Funny, Cult Classic, Steampunk, Medieval, Exploration, Anime, Action",https://store.steampowered.com/app/377840
1475810,Ghostwire: Tokyo,8292,81%,2022-03-24,"$59,99","Singleplayer, Supernatural, Open World, First Person, Horror, Action Adventure, Action, Story Rich, Atmospheric, Lore Rich, Surreal, Mystery, Combat, Exploration, Cyberpunk, Adventure, FPS, Realistic, Psychological Horror, Survival Horror",https://store.steampowered.com/app/1475810
45760,Ultra Street Fighter® IV,8288,90%,2014-08-07,"$29,99","Fighting, Arcade, Competitive, 2D Fighter, Local Multiplayer, Action, Multiplayer, Controller, eSports, Difficult, Classic, Anime, Great Soundtrack, 2.5D, Singleplayer, 2D, Beat em up, Local Co Op, Adventure, 3D Vision",https://store.steampowered.com/app/45760
846770,DYSMANTLE,8287,91%,2021-11-16,"$19,99","Survival, Open World, Crafting, Zombies, RPG, Adventure, Base Building, Exploration, Action, Destruction, Top Down, Indie, Fishing, Dystopian, Hunting, Sandbox, Loot, Agriculture, Simulation, Atmospheric",https://store.steampowered.com/app/846770
1451190,Undisputed,8283,76%,2023-01-31,"$29,99","3D Fighter, 3D, Third Person, Combat, Controller, Boxing, Fighting, Multiplayer, Sports, Realistic, Early Access, Singleplayer, Local Multiplayer, Action, eSports, Simulation, PvE, PvP, Character Customization, Immersive Sim",https://store.steampowered.com/app/1451190
1302240,Labyrinthine,8270,86%,2020-10-28,"$9,99","Early Access, Horror, Online Co Op, Co op, Psychological Horror, Puzzle, Supernatural, First Person, Procedural Generation, Multiplayer, PvE, Atmospheric, Co op Campaign, Action Adventure, Character Customization, Controller, Realistic, Team Based, Action, Lovecraftian",https://store.steampowered.com/app/1302240
209080,Guns of Icarus Online,8259,91%,2012-10-29,"$4,99","Steampunk, Team Based, Multiplayer, Co op, Action, Tactical, Indie, Competitive, Simulation, Adventure, Flight, FPS, Online Co Op, Strategy, PvP, First Person, Shooter, Class Based, Kickstarter, Massively Multiplayer",https://store.steampowered.com/app/209080
1999360,Placid Plastic Duck Simulator,8255,98%,2022-07-06,"$1,99","Cute, Collectathon, Relaxing, Psychological Horror, Physics, Immersive Sim, 3D, Casual, Life Sim, Funny, Third Person, Female Protagonist, Simulation, Colorful, Surreal, Realistic, Family Friendly, Atmospheric, Memes, 1990s",https://store.steampowered.com/app/1999360
298240,War Trigger 3,8251,59%,2015-12-22,"$4,99","Shooter, Free to Play, FPS, Multiplayer, Action, War, First Person, Tanks, Third Person Shooter, Simulation, Open World, Singleplayer, PvP, Third Person, Indie, Co op, Controller, Early Access, Adventure, Casual",https://store.steampowered.com/app/298240
496300,Kingdom: New Lands,8224,87%,2016-08-09,"$14,99","Side Scroller, Exploration, Colony Sim, Tower Defense, Building, Survival, Base Building, Medieval, Strategy, Roguelike, Pixel Graphics, 2D, Open World, Simulation, Fantasy, Atmospheric, Singleplayer, Adventure, Indie, Great Soundtrack",https://store.steampowered.com/app/496300
1571440,Lunch Lady,8222,87%,2021-04-15,"$4,99","Horror, Online Co Op, Multiplayer, Co op, Survival Horror, Dark, Psychological Horror, Procedural Generation, Action, Choices Matter, Team Based, Exploration, FPS, Collectathon, PvE, First Person, Walking Simulator, Action Adventure, Nonlinear, Supernatural",https://store.steampowered.com/app/1571440
1069740,Seen,8220,92%,2019-06-20,"$4,99","Early Access, Indie, Adventure, Dark, Singleplayer, Puzzle, Great Soundtrack, Atmospheric, Action, Platformer, Puzzle Platformer, 2.5D, Story Rich, Dystopian, Runner, Mystery, Side Scroller, Sci fi, Psychological Horror, Emotional",https://store.steampowered.com/app/1069740
449960,Book of Demons,8201,"88,27%",2017-12-07,"$24,99","Dungeon Crawler, Roguelike Deckbuilder, Hack and Slash, RPG, Deckbuilding, Singleplayer, Isometric, Action RPG, Dark Fantasy, Fantasy, Demons, Card Game, Action, Adventure, Action Adventure, Roguelike, Controller, Zombies, Atmospheric, Roguelite",https://store.steampowered.com/app/449960
4920,Natural Selection 2,8198,85%,2012-10-30,"$9,99","Multiplayer, Strategy, FPS, Team Based, Action, Sci fi, RTS, Aliens, Indie, Competitive, Shooter, Co op, Tactical, Moddable, First Person, Space, Futuristic, Atmospheric, Online Co Op, Adventure",https://store.steampowered.com/app/4920
1249800,Xuan-Yuan Sword VII,8150,62%,2020-10-28,"$34,99","RPG, Martial Arts, Historical, Singleplayer, Story Rich, Action RPG, Action, Adventure, Action Adventure, Third Person, Hack and Slash, Open World, Atmospheric, Dungeon Crawler, Fantasy, Choices Matter, Great Soundtrack, Souls like",https://store.steampowered.com/app/1249800
1522820,Orcs Must Die! 3,8148,84%,2021-07-23,"$29,99","Tower Defense, Co op, Strategy, Third Person Shooter, PvE, Action, 3D, Multiplayer, Third Person, Funny, Online Co Op, Fantasy, Adventure, Co op Campaign, Combat, Singleplayer, Stylized, Physics, Comedy, Cartoony",https://store.steampowered.com/app/1522820
403190,Planetbase,8120,79%,2015-10-15,"$14,99","Colony Sim, City Builder, Base Building, Space, Strategy, Survival, Simulation, Sci fi, Resource Management, Singleplayer, Management, Building, Indie, Sandbox, Open World, Space Sim, RTS, Crafting, Adventure, Atmospheric",https://store.steampowered.com/app/403190
226860,Galactic Civilizations III,8107,76%,2015-05-14,"$39,99","Aliens, Sci fi, 4X, Turn Based Strategy, Sandbox, 3D, Moddable, Grand Strategy, Hex Grid, PvE, Strategy, PvP, Procedural Generation, Third Person, Turn Based, Space, Lore Rich, War, Futuristic, Multiplayer",https://store.steampowered.com/app/226860
597220,West of Loathing,8063,97%,2017-08-10,"$10,99","RPG, Comedy, Funny, Western, Adventure, Indie, Singleplayer, Story Rich, Open World, Turn Based Combat, Choices Matter, Replay Value, Great Soundtrack, Turn Based, Puzzle, 2D, Turn Based Strategy, Character Customization, Memes, Point & Click",https://store.steampowered.com/app/597220
360940,The Mean Greens - Plastic Warfare,8028,81%,2015-12-08,"$9,99","Action, Multiplayer, Third Person Shooter, Shooter, Funny, Indie, Great Soundtrack, Colorful, Co op, Fast Paced, Online Co Op, FPS, Casual, First Person, Military, Singleplayer, Cartoony, World War II, Family Friendly, Atmospheric",https://store.steampowered.com/app/360940
2369390,Far Cry® 6,8012,68%,2023-05-11,"$59,99","Action, FPS, Adventure, Open World, Shooter, Exploration, Action Adventure, 3D, Singleplayer, Online Co Op, Combat, Female Protagonist, PvE, First Person, Multiplayer, Co op, Crafting, Modern, Atmospheric, Sandbox",https://store.steampowered.com/app/2369390
9420,Supreme Commander: Forged Alliance,7998,96%,2011-09-28,"$12,99","Strategy, RTS, Sci fi, Multiplayer, Singleplayer, Grand Strategy, Base Building, Co op, Moddable, Real Time with Pause, Robots, Competitive, Real Time, Action, Online Co Op, Classic, Great Soundtrack, Space, War, Adventure",https://store.steampowered.com/app/9420
996470,eFootball  PES 2020,7976,"69,58%",2019-09-10,"$29,99","Sports, Football (Soccer), Multiplayer, Free to Play, Football (American), Singleplayer, Simulation, Online Co Op, Realistic, Local Multiplayer, Open World, Controller, Co op, Psychological Horror",https://store.steampowered.com/app/996470
230230,Divinity: Original Sin (Classic),7945,90%,2014-06-30,"$39,99","RPG, Turn Based, Co op, Fantasy, Adventure, Strategy, Open World, Isometric, CRPG, Story Rich, Kickstarter, Indie, Multiplayer, Singleplayer, Turn Based Strategy, Magic, Online Co Op, Crowdfunded, Atmospheric, Female Protagonist",https://store.steampowered.com/app/230230
320,Half-Life 2: Deathmatch,7928,89%,2004-11-01,"$4,99","Action, FPS, Multiplayer, Shooter, First Person, Sci fi, Physics, Competitive, Funny, Co op, Old School, PvP, Arena Shooter, Moddable, Atmospheric, Adventure, Great Soundtrack, Singleplayer, Mod, Online Co Op",https://store.steampowered.com/app/320
952860,河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon),7925,82%,2018-11-14,"$17,99","RPG, Martial Arts, Open World, Sandbox, Multiple Endings, 3D, Story Rich, Loot, Turn Based, Singleplayer, Moddable, Strategy, Adventure, 6DOF, Simulation, Anime, Foreign, Dating Sim, Turn Based Combat, Multiplayer",https://store.steampowered.com/app/952860
351290,SURVIVAL: Postapocalypse Now,7891,55%,2019-12-03,"$14,99","Open World Survival Craft, Survival, Multiplayer, Open World, Post apocalyptic, FPS, Crafting, Action, Adventure, Zombies, Massively Multiplayer, Early Access, Building, First Person, PvP, Co op, Simulation, Shooter, Sandbox, Indie",https://store.steampowered.com/app/351290
1147550,Not For Broadcast,7872,94%,2022-01-25,"$24,99","Adventure, 1980s, Dystopian, Choices Matter, Simulation, Dark Comedy, Story Rich, FMV, Multiple Endings, Political Sim, Choose Your Own Adventure, Management, Interactive Fiction, Political, Atmospheric, Point & Click, Alternate History, First Person, Singleplayer, Indie",https://store.steampowered.com/app/1147550
314650,SpaceEngine,7869,95%,2019-06-11,"$24,99","Early Access, Open World, Casual, Sandbox, Space, Sci fi, Space Sim, Education, Realistic, Indie, Relaxing, Science, Atmospheric, Simulation, Colorful, Singleplayer, Procedural Generation, Exploration, Flight, 3D",https://store.steampowered.com/app/314650
533300,Zup!,7828,94%,2016-10-04,"$1,99","Puzzle, Casual, Indie, Fast Paced, 2D, Physics, Short, Relaxing, Minimalist, Puzzle Platformer, Point & Click, Singleplayer, Cute, Psychological Horror, Strategy, Action, Arcade, Memes, Funny, Hidden Object",https://store.steampowered.com/app/533300
607080,Psychonauts 2,7828,97%,2021-08-24,"$59,99","Story Rich, 3D Platformer, Psychological, Comedy, Singleplayer, Adventure, Funny, Platformer, Psychedelic, Cartoony, Colorful, Action, Sequel, Surreal, Third Person, Action Adventure, Great Soundtrack, Cult Classic, Controller, Arcade",https://store.steampowered.com/app/607080
491950,Orwell: Keeping an Eye On You,7816,91%,2016-10-27,"$9,99","Choices Matter, Political Sim, Dystopian, Story Rich, Indie, Singleplayer, Detective, Simulation, Interactive Fiction, Hacking, Adventure, Politics, Political, Atmospheric, Mouse only, Visual Novel, Episodic, Mystery, Point & Click, Great Soundtrack",https://store.steampowered.com/app/491950
790740,Tick Tock: A Tale for Two,7776,87%,2019-03-07,"$5,99","Puzzle, Co op, Adventure, Indie, Online Co Op, Casual, Multiplayer, Mystery, Point & Click, Local Co Op, Co op Campaign, Local Multiplayer, Story Rich, Atmospheric, Family Friendly, Psychological Horror, Horror, 2D, Escape Room, Short",https://store.steampowered.com/app/790740
1128920,EVERSPACE™ 2,7764,87%,2023-04-06,"$49,99","Space, Adventure, Flight, Spaceships, Simulation, 6DOF, Action, Sci fi, Action Adventure, Story Rich, Singleplayer, Atmospheric, Action RPG, Open World, Shooter, Space Sim, Looter Shooter, Arcade, 3D, RPG",https://store.steampowered.com/app/1128920
375480,Chronicon,7762,95%,2020-08-21,"$13,99","Loot, Action RPG, Hack and Slash, Dungeon Crawler, RPG, Pixel Graphics, Crafting, Procedural Generation, Indie, 4 Player Local, Local Co Op, Action Adventure, Action, Fantasy, PvE, 2D, Adventure, Singleplayer, Magic, Class Based",https://store.steampowered.com/app/375480
1063660,Bendy and the Dark Revival,7762,94%,2022-11-15,"$29,99","Horror, Action, First Person, Singleplayer, Adventure, Survival Horror, Indie, Cartoony, Story Rich, Puzzle, Survival, Dark, Action Adventure, Sequel, Stealth, Combat, Strategy, Atmospheric, Great Soundtrack, Casual",https://store.steampowered.com/app/1063660
2212330,Your Only Move Is HUSTLE,7758,95%,2023-02-02,"$4,99","2D Fighter, Turn Based Strategy, Action, Strategy, Spectacle fighter, Turn Based Tactics, Sandbox, 2D, Simulation, Pixel Graphics, Side Scroller, Anime, Solitaire, Cartoon, Cinematic, Cartoony, Colorful, Hand drawn, Cute, Minimalist",https://store.steampowered.com/app/2212330
224480,Octodad: Dadliest Catch,7747,93%,2014-01-30,"$14,99","Comedy, Physics, Funny, Indie, Family Friendly, Adventure, Local Co Op, Walking Simulator, Action, Singleplayer, Co op, Puzzle, Difficult, Short, Simulation, Third Person, Intentionally Awkward Controls, Addictive, Great Soundtrack, Local Multiplayer",https://store.steampowered.com/app/224480
1377380,Night of the Dead,7741,79%,2020-08-28,"$24,99","Early Access, Survival, Zombies, Base Building, Open World, Multiplayer, Open World Survival Craft, Female Protagonist, Tower Defense, Building, Sandbox, PvE, Simulation, Hunting, Action, PvP, Survival Horror, Adventure, Third Person, Horror",https://store.steampowered.com/app/1377380
266510,Hand of Fate,7721,89%,2015-02-17,"$24,99","Roguelike Deckbuilder, Roguelike, Deckbuilding, Action Roguelike, Card Game, RPG, Singleplayer, Action, Fantasy, Indie, Choose Your Own Adventure, Adventure, Roguelite, Third Person, Action RPG, Board Game, Atmospheric, Difficult, Hack and Slash, Tabletop",https://store.steampowered.com/app/266510
367580,Hook,7718,97%,2015-01-25,"$1,99","Casual, Relaxing, Puzzle, Minimalist, Abstract, Short, Singleplayer, Family Friendly, Indie, 2D, Logic, Touch Friendly, Great Soundtrack, Atmospheric, Mouse only, Difficult",https://store.steampowered.com/app/367580
1488200,Symphony of War: The Nephilim Saga,7708,95%,2022-06-10,"$19,99","RPG, Tactical RPG, Story Rich, Fantasy, Adventure, Female Protagonist, Turn Based Strategy, Lore Rich, Strategy RPG, Drama, Romance, Pixel Graphics, Strategy, Indie, 2D, Auto Battler, Singleplayer, JRPG, Party Based RPG, Tactical",https://store.steampowered.com/app/1488200
1301210,Knockout City™,7687,"73,49%",2021-05-21,"$19,99","Multiplayer, Sports, Team Based, Third Person, Action Adventure, PvP, Action, Physics, Co op, Competitive, Adventure, Free to Play, LGBTQ+, Indie, Fighting, Fast Paced, Singleplayer, Character Customization, Controller, Action Roguelike",https://store.steampowered.com/app/1301210
57690,Tropico 4,7684,91%,2011-09-01,"$14,99","City Builder, Simulation, Strategy, Management, Comedy, Sandbox, Singleplayer, Great Soundtrack, Economy, Real Time with Pause, Politics, Building, Resource Management, Political, Funny, Cold War, RTS, Atmospheric, God Game, Capitalism",https://store.steampowered.com/app/57690
1672970,Minecraft Dungeons,7648,91%,2021-09-22,"$19,99","Dungeon Crawler, Hack and Slash, Adventure, Action, RPG, Action RPG, Action Adventure, Exploration, Top Down, Arcade, Isometric, Colorful, Loot, Voxel, Cute, Fantasy, Family Friendly, Atmospheric, Funny, Magic",https://store.steampowered.com/app/1672970
656350,UnderMine,7645,92%,2020-08-06,"$19,99","Action Roguelike, Roguelite, Pixel Graphics, Dungeon Crawler, RPG, Action, Indie, Adventure, Singleplayer, Top Down, 2D, Procedural Generation, Fantasy, Funny, Choices Matter, Story Rich, Retro, Mining, Roguelike, Early Access",https://store.steampowered.com/app/656350
227860,Castle Story,7642,64%,2017-08-17,"$24,99","Colony Sim, Strategy, Building, Sandbox, Multiplayer, Survival, Open World Survival Craft, Indie, Singleplayer, Open World, Crafting, Tower Defense, Co op, RTS, Simulation, Early Access, Kickstarter, Voxel, Adventure, Casual",https://store.steampowered.com/app/227860
686200,Door Kickers: Action Squad,7631,95%,2018-09-10,"$13,99","Pixel Graphics, Action, Co op, 2D, Indie, Local Co Op, Tactical, Moddable, Strategy, Multiplayer, Retro, Casual, Zombies, Replay Value, Singleplayer, Soundtrack, 2D Platformer, Real Time Tactics, Shooter, Level Editor",https://store.steampowered.com/app/686200
753420,Dungreed,7564,92%,2018-02-14,"$9,99","Action Roguelike, Pixel Graphics, Roguelite, Roguelike, Action, Indie, 2D, Dungeon Crawler, Singleplayer, Platformer, Difficult, RPG, Side Scroller, Great Soundtrack, Multiplayer, Bullet Hell, Loot, Local Co Op, Adventure, Metroidvania",https://store.steampowered.com/app/753420
354140,Five Nights at Freddy's 3,7557,89%,2015-03-02,"$7,99","Horror, Singleplayer, Survival Horror, Robots, First Person, Psychological Horror, Difficult, Indie, Survival, Strategy, Point & Click, Dark, Atmospheric, Mystery, Action, Simulation, 3D Vision, Great Soundtrack, 2D, Jump Scare",https://store.steampowered.com/app/354140
48220,Might & Magic: Heroes VI,7517,46%,2011-10-13,"$29,99","Strategy, Turn Based Strategy, RPG, Turn Based, Fantasy, Multiplayer, Singleplayer, Tactical, Base Building, Local Multiplayer, Magic, Adventure",https://store.steampowered.com/app/48220
248610,Door Kickers,7510,94%,2014-10-20,"$19,99","Tactical, Strategy, Top Down, Simulation, Action, Indie, Singleplayer, 2D, Real Time with Pause, Replay Value, Co op, Real Time Tactics, RTS, Top Down Shooter, Shooter, Moddable, Puzzle, Level Editor, Difficult, Multiplayer",https://store.steampowered.com/app/248610
914800,Coffee Talk,7508,95%,2020-01-29,"$12,99","Conversation, Pixel Graphics, Visual Novel, Atmospheric, Relaxing, Interactive Fiction, Story Rich, LGBTQ+, Casual, Choices Matter, Singleplayer, Simulation, Multiple Endings, Emotional, Anime, Fantasy, Indie, Philosophical, Experimental, Crafting",https://store.steampowered.com/app/914800
1669000,Age of Wonders 4,7503,80%,2023-05-02,"$49,99","Strategy, 4X, Fantasy, Tactical RPG, Atmospheric, Colorful, Magic, Diplomacy, Character Customization, PvP, War, Grand Strategy, Hex Grid, Moddable, RPG, PvE, Exploration, Top Down, Lore Rich, Immersive Sim",https://store.steampowered.com/app/1669000
690040,SUPERHOT: MIND CONTROL DELETE,7501,86%,2020-07-16,"$24,99","FPS, Time Manipulation, Bullet Time, Shooter, Action Roguelike, Action, Experimental, Difficult, Minimalist, Puzzle, First Person, Stylized, Dystopian, Atmospheric, Cyberpunk, Beautiful, Singleplayer, Cinematic, Transhumanism, Old School",https://store.steampowered.com/app/690040
462770,Pyre,7485,90%,2017-07-25,"$19,99","Indie, RPG, Great Soundtrack, Story Rich, Action, Visual Novel, Atmospheric, Hand drawn, Fantasy, Choices Matter, Singleplayer, Colorful, Adventure, Party Based RPG, Local Multiplayer, Lore Rich, Multiple Endings, Interactive Fiction, Stylized, Music",https://store.steampowered.com/app/462770
1611910,"Warhammer 40,000: Chaos Gate - Daemonhunters",7471,78%,2022-05-05,"$44,99","Warhammer 40K, Turn Based Strategy, Turn Based Tactics, Strategy RPG, Tactical, Choices Matter, Strategy, PvE, Character Customization, 3D, Third Person, Turn Based Combat, Story Rich, Dark Fantasy, Stylized, Sci fi, RPG, Demons, Tactical RPG, Futuristic",https://store.steampowered.com/app/1611910
515180,Bus Simulator 18,7458,79%,2018-06-13,"$34,99","Simulation, Automobile Sim, Driving, Multiplayer, Realistic, Open World, Singleplayer, Co op, First Person, Management, Action, Strategy, Moddable, VR",https://store.steampowered.com/app/515180
1874880,Arma Reforger,7433,59%,2022-05-17,"$29,99","Early Access, Action, Simulation, Shooter, Strategy, Sandbox, FPS, Military, Realistic, First Person, Real Time Tactics, Third Person, Tactical, War, Open World, Multiplayer, PvE, PvP, 1980s, Cold War",https://store.steampowered.com/app/1874880
470310,TROUBLESHOOTER: Abandoned Children,7429,94%,2020-04-23,"$24,99","JRPG, Party Based RPG, Choices Matter, Story Rich, Turn Based, Tactical RPG, Turn Based Tactics, Turn Based Strategy, Strategy RPG, Wargame, Turn Based Combat, Visual Novel, Strategy, Female Protagonist, Lore Rich, CRPG, RPG, 3D, 2D, Controller",https://store.steampowered.com/app/470310
601220,Zup! F,7408,97%,2019-12-11,"$1,99","Puzzle, Casual, Indie, Fast Paced, 2D, Physics, Short, Relaxing, Minimalist, Puzzle Platformer, Point & Click, Mouse only, Singleplayer, Cute, Trading Card Game, Cyberpunk, Family Friendly, Atmospheric, PvE, Fighting",https://store.steampowered.com/app/601220
784080,MechWarrior 5: Mercenaries,7336,83%,2021-05-26,"$29,99","Mechs, Simulation, FPS, Action, Shooter, Co op, Vehicular Combat, First Person, Moddable, Destruction, 3D, Singleplayer, Online Co Op, Combat, Futuristic, Tutorial, Economy, Management, PvE, Resource Management",https://store.steampowered.com/app/784080
13520,Far Cry®,7325,82%,2004-03-23,"$9,99","FPS, Action, Classic, Shooter, Open World, Singleplayer, First Person, Difficult, Stealth, Multiplayer, Adventure, Atmospheric, Story Rich, Sci fi, Horror, Sandbox, Co op, Great Soundtrack, Survival, Zombies",https://store.steampowered.com/app/13520
257350,Baldur's Gate II: Enhanced Edition,7324,91%,2013-11-15,"$19,99","RPG, Dungeons & Dragons, Story Rich, Fantasy, CRPG, Party Based RPG, Tabletop, Open World, Real Time with Pause, Character Customization, Adventure, Choices Matter, Multiplayer, Magic, Online Co Op, Singleplayer, Atmospheric, Action Adventure, Isometric, Old School",https://store.steampowered.com/app/257350
327070,Gloria Victis: Medieval MMORPG,7323,70%,2023-02-07,"$19,99","MMORPG, Open World, Medieval, Massively Multiplayer, Action, RPG, Multiplayer, Character Customization, Simulation, Indie, PvP, Immersive Sim, Atmospheric, Open World Survival Craft, Adventure, Crafting, Realistic, Survival, Swordplay, Sandbox",https://store.steampowered.com/app/327070
665360,Comedy Night,7314,75%,2017-08-24,"$4,99","Casual, Comedy, Experimental, Funny, Dark Humor, Dark Comedy, Immersive Sim, PvP, Cute, RPG, Life Sim, Character Customization, Third Person, Memes, Conversation, Atmospheric, Co op, Simulation, Online Co Op, Multiplayer",https://store.steampowered.com/app/665360
298610,Ylands,7274,61%,2019-12-05,"$15,00","Adventure, Multiplayer, Exploration, Free to Play, Crafting, Open World Survival Craft, Sailing, Action Adventure, Base Building, Resource Management, First Person, Third Person, Nature, Choose Your Own Adventure, Open World, Colorful, Building, Online Co Op, Co op, Singleplayer",https://store.steampowered.com/app/298610
1708520,F1® Manager 2022,7261,73%,2022-08-30,"$54,99","Simulation, Strategy, Management, Realistic, Singleplayer, Automobile Sim, Sports, Tactical, Time Management, Immersive Sim, Driving, 3D, Economy, Choices Matter, PvE, Resource Management, Team Based, Family Friendly, Racing, Time Manipulation",https://store.steampowered.com/app/1708520
40100,Supreme Commander 2,7259,87%,2010-03-01,"$12,99","Strategy, RTS, Sci fi, Multiplayer, Base Building, Robots, Co op, Singleplayer, Grand Strategy, Real Time, Action, Military, War, Tactical, Futuristic, Classic, Sandbox, Mechs, Great Soundtrack, Space",https://store.steampowered.com/app/40100
702670,Donut County,7244,90%,2018-08-28,"$12,99","Casual, Indie, Cute, Funny, Puzzle, Adventure, Physics, Short, Great Soundtrack, Story Rich, Family Friendly, Singleplayer, 3D, Stylized, Comedy, Relaxing, Female Protagonist, Interactive Fiction, Drama, Music",https://store.steampowered.com/app/702670
589360,Ni no Kuni™ II: Revenant Kingdom,7206,83%,2018-03-23,"$59,99","RPG, JRPG, Anime, Adventure, Open World, Singleplayer, Fantasy, Story Rich, Cute, Action RPG, Great Soundtrack, Hack and Slash, Dungeon Crawler, Action, Strategy, City Builder, Cartoony, Exploration, Multiplayer, Survival",https://store.steampowered.com/app/589360
430960,Lucy -The Eternity She Wished For-,7198,95%,2016-02-28,"$9,99","Visual Novel, Anime, Story Rich, Dating Sim, Romance, Cute, Robots, Drama, Multiple Endings, Singleplayer, Simulation, Indie, Great Soundtrack, 2D, Sci fi, Choose Your Own Adventure, Casual, Adventure, Science, Fantasy",https://store.steampowered.com/app/430960
